mode,k,members,rank_corr,top_k_sharpe,top_k_cum,top_k_hit
raw,3,cnn_1d_image_scale + cnn_1d_cumulative_scale + cnn_1d_multiscale_image_scale,0.02327628968253969,0.1735151657319359,0.15917398013242212,0.5555555555555556
raw,3,cnn_1d_image_scale + cnn_1d_cumulative_scale + cnn_2d_residual_images,0.03506944444444445,0.18028778612542987,0.17489326765510738,0.5555555555555556
raw,3,cnn_1d_image_scale + cnn_1d_dilated_image_scale + cnn_1d_multiscale_image_scale,0.018365575396825394,0.27078962537562123,0.41184740245960216,0.5416666666666666
raw,3,cnn_1d_image_scale + cnn_1d_dilated_image_scale + cnn_2d_residual_images,0.03539186507936508,0.24786142369776618,0.3462700380159325,0.5625
raw,3,cnn_1d_image_scale + cnn_1d_multiscale_image_scale + cnn_2d_residual_images,0.03075396825396826,0.19805459296369546,0.2198257631274525,0.5625
raw,3,cnn_2d_rendered_images + cnn_1d_attention_image_scale + cnn_1d_cumulative_scale,0.023412698412698413,0.2957124767235669,0.4669732264550146,0.5694444444444444
raw,3,cnn_2d_rendered_images + cnn_1d_attention_image_scale + cnn_1d_dilated_image_scale,0.018427579365079366,0.40918657043101536,0.8295393905398738,0.6111111111111112
raw,3,cnn_2d_rendered_images + cnn_1d_attention_image_scale + cnn_1d_multiscale_image_scale,0.025806051587301593,0.34867048479544793,0.6220669001446235,0.5833333333333334
raw,3,cnn_2d_rendered_images + cnn_1d_attention_image_scale + cnn_2d_residual_images,0.026959325396825405,0.28512072327548593,0.43268313639541933,0.5694444444444444
raw,3,cnn_2d_rendered_images + cnn_1d_cumulative_scale + cnn_1d_dilated_image_scale,0.025248015873015877,0.2779216045353062,0.43043504547571887,0.5347222222222222
raw,3,cnn_2d_rendered_images + cnn_1d_cumulative_scale + cnn_1d_multiscale_image_scale,0.029203869047619048,0.20644000605320104,0.2385046380636746,0.5763888888888888
raw,3,cnn_2d_rendered_images + cnn_1d_cumulative_scale + cnn_2d_residual_images,0.025037202380952382,0.2251160739599095,0.2831747389967758,0.5486111111111112
raw,3,cnn_2d_rendered_images + cnn_1d_dilated_image_scale + cnn_1d_multiscale_image_scale,0.025781250000000006,0.3201058276465129,0.5426412160421099,0.5763888888888888
raw,3,cnn_2d_rendered_images + cnn_1d_dilated_image_scale + cnn_2d_residual_images,0.026041666666666668,0.22873380164804513,0.29509226623322915,0.5625
raw,3,cnn_2d_rendered_images + cnn_1d_multiscale_image_scale + cnn_2d_residual_images,0.02260664682539683,0.16021920911173795,0.13517030943150865,0.5486111111111112
raw,3,cnn_1d_attention_image_scale + cnn_1d_cumulative_scale + cnn_1d_dilated_image_scale,0.03201884920634922,0.3741628879721114,0.7200707802722235,0.5694444444444444
raw,3,cnn_1d_attention_image_scale + cnn_1d_cumulative_scale + cnn_1d_multiscale_image_scale,0.025446428571428575,0.29169311703951745,0.466132563537375,0.5902777777777778
raw,3,cnn_1d_attention_image_scale + cnn_1d_cumulative_scale + cnn_2d_residual_images,0.03718998015873016,0.275868945463093,0.419367091737183,0.5486111111111112
raw,3,cnn_1d_attention_image_scale + cnn_1d_dilated_image_scale + cnn_1d_multiscale_image_scale,0.02527281746031747,0.3883054230523234,0.7664531781745343,0.5972222222222222
raw,3,cnn_1d_attention_image_scale + cnn_1d_dilated_image_scale + cnn_2d_residual_images,0.03231646825396826,0.28581930797662775,0.43939428826996485,0.5625
raw,3,cnn_1d_attention_image_scale + cnn_1d_multiscale_image_scale + cnn_2d_residual_images,0.03329613095238096,0.24661370020594897,0.3364899458776205,0.5555555555555556
raw,3,cnn_1d_cumulative_scale + cnn_1d_dilated_image_scale + cnn_1d_multiscale_image_scale,0.03143601190476191,0.26317054245543525,0.39413492599661026,0.5486111111111112
raw,3,cnn_1d_cumulative_scale + cnn_1d_dilated_image_scale + cnn_2d_residual_images,0.04043898809523811,0.22225439572713496,0.2838225050480798,0.5486111111111112
